index,degree,edge_type,group
263,12.0,u_both,miRNA
264,5.0,u_both,miRNA
265,11.0,u_both,miRNA
266,15.0,u_both,miRNA
267,17.0,u_both,miRNA
268,15.0,u_both,miRNA
269,10.0,u_both,miRNA
270,1.0,u_both,miRNA
271,6.0,u_both,miRNA
272,12.0,u_both,miRNA
273,5.0,u_both,miRNA
274,19.0,u_both,miRNA
275,6.0,u_both,miRNA
276,13.0,u_both,miRNA
277,12.0,u_both,miRNA
278,13.0,u_both,miRNA
279,11.0,u_both,miRNA
280,13.0,u_both,miRNA
281,7.0,u_both,miRNA
282,12.0,u_both,miRNA
283,7.0,u_both,miRNA
284,14.0,u_both,miRNA
285,4.0,u_both,miRNA
286,4.0,u_both,miRNA
287,13.0,u_both,miRNA
288,14.0,u_both,miRNA
289,7.0,u_both,miRNA
290,4.0,u_both,miRNA
291,5.0,u_both,miRNA
292,6.0,u_both,miRNA
293,8.0,u_both,miRNA
294,17.0,u_both,miRNA
295,10.0,u_both,miRNA
296,18.0,u_both,miRNA
297,8.0,u_both,miRNA
298,15.0,u_both,miRNA
299,14.0,u_both,miRNA
300,9.0,u_both,miRNA
301,16.0,u_both,miRNA
302,3.0,u_both,miRNA
303,6.0,u_both,miRNA
304,7.0,u_both,miRNA
305,8.0,u_both,miRNA
306,10.0,u_both,miRNA
307,8.0,u_both,miRNA
308,17.0,u_both,miRNA
309,16.0,u_both,miRNA
310,8.0,u_both,miRNA
311,3.0,u_both,miRNA
312,7.0,u_both,miRNA
313,4.0,u_both,miRNA
314,13.0,u_both,miRNA
315,8.0,u_both,miRNA
316,4.0,u_both,miRNA
317,9.0,u_both,miRNA
318,8.0,u_both,miRNA
319,12.0,u_both,miRNA
320,11.0,u_both,miRNA
321,10.0,u_both,miRNA
322,21.0,u_both,miRNA
323,10.0,u_both,miRNA
324,13.0,u_both,miRNA
325,16.0,u_both,miRNA
326,13.0,u_both,miRNA
327,12.0,u_both,miRNA
328,14.0,u_both,miRNA
329,12.0,u_both,miRNA
330,4.0,u_both,miRNA
331,5.0,u_both,miRNA
332,14.0,u_both,miRNA
333,7.0,u_both,miRNA
334,9.0,u_both,miRNA
335,4.0,u_both,miRNA
336,15.0,u_both,miRNA
337,14.0,u_both,miRNA
338,12.0,u_both,miRNA
339,11.0,u_both,miRNA
340,10.0,u_both,miRNA
341,4.0,u_both,miRNA
342,13.0,u_both,miRNA
343,13.0,u_both,miRNA
344,6.0,u_both,miRNA
345,10.0,u_both,miRNA
346,20.0,u_both,miRNA
347,3.0,u_both,miRNA
348,8.0,u_both,miRNA
349,6.0,u_both,miRNA
350,18.0,u_both,miRNA
351,13.0,u_both,miRNA
352,14.0,u_both,miRNA
353,0.0,u_both,miRNA
354,14.0,u_both,miRNA
355,15.0,u_both,miRNA
356,11.0,u_both,miRNA
357,14.0,u_both,miRNA
358,13.0,u_both,miRNA
359,6.0,u_both,miRNA
360,7.0,u_both,miRNA
361,7.0,u_both,miRNA
362,12.0,u_both,miRNA
363,2.0,u_both,miRNA
364,6.0,u_both,miRNA
365,12.0,u_both,miRNA
366,7.0,u_both,miRNA
367,6.0,u_both,miRNA
368,8.0,u_both,miRNA
369,14.0,u_both,miRNA
370,8.0,u_both,miRNA
371,11.0,u_both,miRNA
372,13.0,u_both,miRNA
373,11.0,u_both,miRNA
374,7.0,u_both,miRNA
375,6.0,u_both,miRNA
376,2.0,u_both,miRNA
377,19.0,u_both,miRNA
378,5.0,u_both,miRNA
379,10.0,u_both,miRNA
380,16.0,u_both,miRNA
381,13.0,u_both,miRNA
382,14.0,u_both,miRNA
383,17.0,u_both,miRNA
384,9.0,u_both,miRNA
385,5.0,u_both,miRNA
386,15.0,u_both,miRNA
387,5.0,u_both,miRNA
388,10.0,u_both,miRNA
389,11.0,u_both,miRNA
390,11.0,u_both,miRNA
391,12.0,u_both,miRNA
392,16.0,u_both,miRNA
393,11.0,u_both,miRNA
394,10.0,u_both,miRNA
395,31.0,u_both,miRNA
396,14.0,u_both,miRNA
397,10.0,u_both,miRNA
398,11.0,u_both,miRNA
399,6.0,u_both,miRNA
400,6.0,u_both,miRNA
401,16.0,u_both,miRNA
402,13.0,u_both,miRNA
403,12.0,u_both,miRNA
404,6.0,u_both,miRNA
405,13.0,u_both,miRNA
406,16.0,u_both,miRNA
407,10.0,u_both,miRNA
408,2.0,u_both,miRNA
409,4.0,u_both,miRNA
410,4.0,u_both,miRNA
411,19.0,u_both,miRNA
412,5.0,u_both,miRNA
413,14.0,u_both,miRNA
414,15.0,u_both,miRNA
415,6.0,u_both,miRNA
416,6.0,u_both,miRNA
417,12.0,u_both,miRNA
418,3.0,u_both,miRNA
419,0.0,u_both,miRNA
420,7.0,u_both,miRNA
421,5.0,u_both,miRNA
422,7.0,u_both,miRNA
423,8.0,u_both,miRNA
424,12.0,u_both,miRNA
425,8.0,u_both,miRNA
426,18.0,u_both,miRNA
427,12.0,u_both,miRNA
428,14.0,u_both,miRNA
429,12.0,u_both,miRNA
430,8.0,u_both,miRNA
431,8.0,u_both,miRNA
432,9.0,u_both,miRNA
433,17.0,u_both,miRNA
434,12.0,u_both,miRNA
435,8.0,u_both,miRNA
436,9.0,u_both,miRNA
437,11.0,u_both,miRNA
438,14.0,u_both,miRNA
439,7.0,u_both,miRNA
440,8.0,u_both,miRNA
441,9.0,u_both,miRNA
442,16.0,u_both,miRNA
443,19.0,u_both,miRNA
444,8.0,u_both,miRNA
445,15.0,u_both,miRNA
446,0.0,u_both,miRNA
447,8.0,u_both,miRNA
448,7.0,u_both,miRNA
449,18.0,u_both,miRNA
450,14.0,u_both,miRNA
451,10.0,u_both,miRNA
452,14.0,u_both,miRNA
453,7.0,u_both,miRNA
454,5.0,u_both,miRNA
455,6.0,u_both,miRNA
456,11.0,u_both,miRNA
457,12.0,u_both,miRNA
458,6.0,u_both,miRNA
459,14.0,u_both,miRNA
460,12.0,u_both,miRNA
461,5.0,u_both,miRNA
462,10.0,u_both,miRNA
463,7.0,u_both,miRNA
464,9.0,u_both,miRNA
465,16.0,u_both,miRNA
466,10.0,u_both,miRNA
467,15.0,u_both,miRNA
468,2.0,u_both,miRNA
469,12.0,u_both,miRNA
470,7.0,u_both,miRNA
471,10.0,u_both,miRNA
472,12.0,u_both,miRNA
473,8.0,u_both,miRNA
474,17.0,u_both,miRNA
475,12.0,u_both,miRNA
476,11.0,u_both,miRNA
477,11.0,u_both,miRNA
478,9.0,u_both,miRNA
479,6.0,u_both,miRNA
480,17.0,u_both,miRNA
481,4.0,u_both,miRNA
482,9.0,u_both,miRNA
483,16.0,u_both,miRNA
484,11.0,u_both,miRNA
485,13.0,u_both,miRNA
486,16.0,u_both,miRNA
487,11.0,u_both,miRNA
488,19.0,u_both,miRNA
489,16.0,u_both,miRNA
490,10.0,u_both,miRNA
491,6.0,u_both,miRNA
492,12.0,u_both,miRNA
493,8.0,u_both,miRNA
494,6.0,u_both,miRNA
495,5.0,u_both,miRNA
496,7.0,u_both,miRNA
497,10.0,u_both,miRNA
498,15.0,u_both,miRNA
499,11.0,u_both,miRNA
500,9.0,u_both,miRNA
501,18.0,u_both,miRNA
502,6.0,u_both,miRNA
503,10.0,u_both,miRNA
504,16.0,u_both,miRNA
505,10.0,u_both,miRNA
506,12.0,u_both,miRNA
507,8.0,u_both,miRNA
508,9.0,u_both,miRNA
509,18.0,u_both,miRNA
510,12.0,u_both,miRNA
511,8.0,u_both,miRNA
512,17.0,u_both,miRNA
513,2.0,u_both,miRNA
514,11.0,u_both,miRNA
515,7.0,u_both,miRNA
516,13.0,u_both,miRNA
517,8.0,u_both,miRNA
518,10.0,u_both,miRNA
519,13.0,u_both,miRNA
520,10.0,u_both,miRNA
521,13.0,u_both,miRNA
522,10.0,u_both,miRNA
523,11.0,u_both,miRNA
524,11.0,u_both,miRNA
525,6.0,u_both,miRNA
526,14.0,u_both,miRNA
527,12.0,u_both,miRNA
528,10.0,u_both,miRNA
529,0.0,u_both,miRNA
530,9.0,u_both,miRNA
531,9.0,u_both,miRNA
532,13.0,u_both,miRNA
533,10.0,u_both,miRNA
534,16.0,u_both,miRNA
535,0.0,u_both,miRNA
536,6.0,u_both,miRNA
537,4.0,u_both,miRNA
538,21.0,u_both,miRNA
539,11.0,u_both,miRNA
540,8.0,u_both,miRNA
541,15.0,u_both,miRNA
542,9.0,u_both,miRNA
543,9.0,u_both,miRNA
544,13.0,u_both,miRNA
545,4.0,u_both,miRNA
546,15.0,u_both,miRNA
547,18.0,u_both,miRNA
548,9.0,u_both,miRNA
549,13.0,u_both,miRNA
550,17.0,u_both,miRNA
551,7.0,u_both,miRNA
552,11.0,u_both,miRNA
553,9.0,u_both,miRNA
554,16.0,u_both,miRNA
555,6.0,u_both,miRNA
556,18.0,u_both,miRNA
557,6.0,u_both,miRNA
558,23.0,u_both,miRNA
559,3.0,u_both,miRNA
560,13.0,u_both,miRNA
561,9.0,u_both,miRNA
562,8.0,u_both,miRNA
563,20.0,u_both,miRNA
564,11.0,u_both,miRNA
565,12.0,u_both,miRNA
566,19.0,u_both,miRNA
567,5.0,u_both,miRNA
568,18.0,u_both,miRNA
569,15.0,u_both,miRNA
570,11.0,u_both,miRNA
571,5.0,u_both,miRNA
572,13.0,u_both,miRNA
573,19.0,u_both,miRNA
574,8.0,u_both,miRNA
575,18.0,u_both,miRNA
576,12.0,u_both,miRNA
577,8.0,u_both,miRNA
578,10.0,u_both,miRNA
579,7.0,u_both,miRNA
580,11.0,u_both,miRNA
581,12.0,u_both,miRNA
582,13.0,u_both,miRNA
583,12.0,u_both,miRNA
584,14.0,u_both,miRNA
585,3.0,u_both,miRNA
586,12.0,u_both,miRNA
587,12.0,u_both,miRNA
588,10.0,u_both,miRNA
589,10.0,u_both,miRNA
590,12.0,u_both,miRNA
591,13.0,u_both,miRNA
592,16.0,u_both,miRNA
593,16.0,u_both,miRNA
594,12.0,u_both,miRNA
595,9.0,u_both,miRNA
596,0.0,u_both,miRNA
597,6.0,u_both,miRNA
598,8.0,u_both,miRNA
599,12.0,u_both,miRNA
600,15.0,u_both,miRNA
601,18.0,u_both,miRNA
602,5.0,u_both,miRNA
603,0.0,u_both,miRNA
604,14.0,u_both,miRNA
605,10.0,u_both,miRNA
606,13.0,u_both,miRNA
607,8.0,u_both,miRNA
608,13.0,u_both,miRNA
609,12.0,u_both,miRNA
610,10.0,u_both,miRNA
611,11.0,u_both,miRNA
612,14.0,u_both,miRNA
613,21.0,u_both,miRNA
614,6.0,u_both,miRNA
615,19.0,u_both,miRNA
616,10.0,u_both,miRNA
617,4.0,u_both,miRNA
618,16.0,u_both,miRNA
619,14.0,u_both,miRNA
620,13.0,u_both,miRNA
621,8.0,u_both,miRNA
622,4.0,u_both,miRNA
623,8.0,u_both,miRNA
624,14.0,u_both,miRNA
625,7.0,u_both,miRNA
626,5.0,u_both,miRNA
627,15.0,u_both,miRNA
628,9.0,u_both,miRNA
629,18.0,u_both,miRNA
630,6.0,u_both,miRNA
631,12.0,u_both,miRNA
632,4.0,u_both,miRNA
633,12.0,u_both,miRNA
634,7.0,u_both,miRNA
635,7.0,u_both,miRNA
636,2.0,u_both,miRNA
637,14.0,u_both,miRNA
638,12.0,u_both,miRNA
639,12.0,u_both,miRNA
640,20.0,u_both,miRNA
641,15.0,u_both,miRNA
642,12.0,u_both,miRNA
643,8.0,u_both,miRNA
644,17.0,u_both,miRNA
645,10.0,u_both,miRNA
646,8.0,u_both,miRNA
647,13.0,u_both,miRNA
648,9.0,u_both,miRNA
649,9.0,u_both,miRNA
650,11.0,u_both,miRNA
651,12.0,u_both,miRNA
652,11.0,u_both,miRNA
653,11.0,u_both,miRNA
654,7.0,u_both,miRNA
655,6.0,u_both,miRNA
656,12.0,u_both,miRNA
657,7.0,u_both,miRNA
658,14.0,u_both,miRNA
659,12.0,u_both,miRNA
660,13.0,u_both,miRNA
661,5.0,u_both,miRNA
662,6.0,u_both,miRNA
663,15.0,u_both,miRNA
664,16.0,u_both,miRNA
665,5.0,u_both,miRNA
666,6.0,u_both,miRNA
667,6.0,u_both,miRNA
668,10.0,u_both,miRNA
669,8.0,u_both,miRNA
670,9.0,u_both,miRNA
671,13.0,u_both,miRNA
672,16.0,u_both,miRNA
673,9.0,u_both,miRNA
674,8.0,u_both,miRNA
675,13.0,u_both,miRNA
676,13.0,u_both,miRNA
677,18.0,u_both,miRNA
678,10.0,u_both,miRNA
679,4.0,u_both,miRNA
680,15.0,u_both,miRNA
681,13.0,u_both,miRNA
682,19.0,u_both,miRNA
683,10.0,u_both,miRNA
684,12.0,u_both,miRNA
685,7.0,u_both,miRNA
686,9.0,u_both,miRNA
687,8.0,u_both,miRNA
688,14.0,u_both,miRNA
689,11.0,u_both,miRNA
690,11.0,u_both,miRNA
691,10.0,u_both,miRNA
692,12.0,u_both,miRNA
693,18.0,u_both,miRNA
694,8.0,u_both,miRNA
695,6.0,u_both,miRNA
696,15.0,u_both,miRNA
697,9.0,u_both,miRNA
698,14.0,u_both,miRNA
699,10.0,u_both,miRNA
700,3.0,u_both,miRNA
701,16.0,u_both,miRNA
702,10.0,u_both,miRNA
703,11.0,u_both,miRNA
704,10.0,u_both,miRNA
705,8.0,u_both,miRNA
706,15.0,u_both,miRNA
707,11.0,u_both,miRNA
708,2.0,u_both,miRNA
709,12.0,u_both,miRNA
710,13.0,u_both,miRNA
711,11.0,u_both,miRNA
712,11.0,u_both,miRNA
713,15.0,u_both,miRNA
714,9.0,u_both,miRNA
715,14.0,u_both,miRNA
716,8.0,u_both,miRNA
717,15.0,u_both,miRNA
718,14.0,u_both,miRNA
719,13.0,u_both,miRNA
720,12.0,u_both,miRNA
721,14.0,u_both,miRNA
722,10.0,u_both,miRNA
723,7.0,u_both,miRNA
724,14.0,u_both,miRNA
725,21.0,u_both,miRNA
726,6.0,u_both,miRNA
727,12.0,u_both,miRNA
728,17.0,u_both,miRNA
729,3.0,u_both,miRNA
730,2.0,u_both,miRNA
731,19.0,u_both,miRNA
732,4.0,u_both,miRNA
733,9.0,u_both,miRNA
734,10.0,u_both,miRNA
735,12.0,u_both,miRNA
736,9.0,u_both,miRNA
737,11.0,u_both,miRNA
738,12.0,u_both,miRNA
739,7.0,u_both,miRNA
740,8.0,u_both,miRNA
741,9.0,u_both,miRNA
742,8.0,u_both,miRNA
743,13.0,u_both,miRNA
744,11.0,u_both,miRNA
745,8.0,u_both,miRNA
746,9.0,u_both,miRNA
747,14.0,u_both,miRNA
748,18.0,u_both,miRNA
749,8.0,u_both,miRNA
750,8.0,u_both,miRNA
751,7.0,u_both,miRNA
752,11.0,u_both,miRNA
753,9.0,u_both,miRNA
754,10.0,u_both,miRNA
755,13.0,u_both,miRNA
756,13.0,u_both,miRNA
757,10.0,u_both,miRNA
758,12.0,u_both,miRNA
759,5.0,u_both,miRNA
760,13.0,u_both,miRNA
761,12.0,u_both,miRNA
762,15.0,u_both,miRNA
763,16.0,u_both,miRNA
764,10.0,u_both,miRNA
765,13.0,u_both,miRNA
766,8.0,u_both,miRNA
767,5.0,u_both,miRNA
768,11.0,u_both,miRNA
769,14.0,u_both,miRNA
770,8.0,u_both,miRNA
771,5.0,u_both,miRNA
772,9.0,u_both,miRNA
773,5.0,u_both,miRNA
774,13.0,u_both,miRNA
775,7.0,u_both,miRNA
776,8.0,u_both,miRNA
777,4.0,u_both,miRNA
778,8.0,u_both,miRNA
779,14.0,u_both,miRNA
780,8.0,u_both,miRNA
781,7.0,u_both,miRNA
782,11.0,u_both,miRNA
783,1.0,u_both,miRNA
784,5.0,u_both,miRNA
785,11.0,u_both,miRNA
786,12.0,u_both,miRNA
787,9.0,u_both,miRNA
788,9.0,u_both,miRNA
789,7.0,u_both,miRNA
790,7.0,u_both,miRNA
791,7.0,u_both,miRNA
792,3.0,u_both,miRNA
793,2.0,u_both,miRNA
794,11.0,u_both,miRNA
795,11.0,u_both,miRNA
796,15.0,u_both,miRNA
797,11.0,u_both,miRNA
798,4.0,u_both,miRNA
799,16.0,u_both,miRNA
800,17.0,u_both,miRNA
801,18.0,u_both,miRNA
802,15.0,u_both,miRNA
803,13.0,u_both,miRNA
804,7.0,u_both,miRNA
805,12.0,u_both,miRNA
806,7.0,u_both,miRNA
807,8.0,u_both,miRNA
808,7.0,u_both,miRNA
809,7.0,u_both,miRNA
810,14.0,u_both,miRNA
811,15.0,u_both,miRNA
812,6.0,u_both,miRNA
813,16.0,u_both,miRNA
814,9.0,u_both,miRNA
815,12.0,u_both,miRNA
816,8.0,u_both,miRNA
817,6.0,u_both,miRNA
818,7.0,u_both,miRNA
819,13.0,u_both,miRNA
820,12.0,u_both,miRNA
821,11.0,u_both,miRNA
822,12.0,u_both,miRNA
823,12.0,u_both,miRNA
824,4.0,u_both,miRNA
825,10.0,u_both,miRNA
826,11.0,u_both,miRNA
827,13.0,u_both,miRNA
828,11.0,u_both,miRNA
829,12.0,u_both,miRNA
830,6.0,u_both,miRNA
831,16.0,u_both,miRNA
832,15.0,u_both,miRNA
833,4.0,u_both,miRNA
834,17.0,u_both,miRNA
835,11.0,u_both,miRNA
836,14.0,u_both,miRNA
837,10.0,u_both,miRNA
838,11.0,u_both,miRNA
839,13.0,u_both,miRNA
840,14.0,u_both,miRNA
841,6.0,u_both,miRNA
842,14.0,u_both,miRNA
843,14.0,u_both,miRNA
844,5.0,u_both,miRNA
845,15.0,u_both,miRNA
846,5.0,u_both,miRNA
847,8.0,u_both,miRNA
848,9.0,u_both,miRNA
849,5.0,u_both,miRNA
850,9.0,u_both,miRNA
851,6.0,u_both,miRNA
852,16.0,u_both,miRNA
853,8.0,u_both,miRNA
854,4.0,u_both,miRNA
855,18.0,u_both,miRNA
856,13.0,u_both,miRNA
857,14.0,u_both,miRNA
858,15.0,u_both,miRNA
859,6.0,u_both,miRNA
860,15.0,u_both,miRNA
861,19.0,u_both,miRNA
862,9.0,u_both,miRNA
863,10.0,u_both,miRNA
864,6.0,u_both,miRNA
865,7.0,u_both,miRNA
866,4.0,u_both,miRNA
867,11.0,u_both,miRNA
868,9.0,u_both,miRNA
869,12.0,u_both,miRNA
870,9.0,u_both,miRNA
871,4.0,u_both,miRNA
872,11.0,u_both,miRNA
873,13.0,u_both,miRNA
874,6.0,u_both,miRNA
875,10.0,u_both,miRNA
876,6.0,u_both,miRNA
877,10.0,u_both,miRNA
878,15.0,u_both,miRNA
879,13.0,u_both,miRNA
880,5.0,u_both,miRNA
881,13.0,u_both,miRNA
882,10.0,u_both,miRNA
883,10.0,u_both,miRNA
884,3.0,u_both,miRNA
885,12.0,u_both,miRNA
886,6.0,u_both,miRNA
887,2.0,u_both,miRNA
888,5.0,u_both,miRNA
889,8.0,u_both,miRNA
890,11.0,u_both,miRNA
891,10.0,u_both,miRNA
892,19.0,u_both,miRNA
893,16.0,u_both,miRNA
894,7.0,u_both,miRNA
895,12.0,u_both,miRNA
896,7.0,u_both,miRNA
897,11.0,u_both,miRNA
898,5.0,u_both,miRNA
899,14.0,u_both,miRNA
900,5.0,u_both,miRNA
901,23.0,u_both,miRNA
902,9.0,u_both,miRNA
903,16.0,u_both,miRNA
904,6.0,u_both,miRNA
905,14.0,u_both,miRNA
906,5.0,u_both,miRNA
907,11.0,u_both,miRNA
908,11.0,u_both,miRNA
909,12.0,u_both,miRNA
910,2.0,u_both,miRNA
911,12.0,u_both,miRNA
912,13.0,u_both,miRNA
913,16.0,u_both,miRNA
914,5.0,u_both,miRNA
915,5.0,u_both,miRNA
916,4.0,u_both,miRNA
917,13.0,u_both,miRNA
918,12.0,u_both,miRNA
919,13.0,u_both,miRNA
920,14.0,u_both,miRNA
921,10.0,u_both,miRNA
922,10.0,u_both,miRNA
923,11.0,u_both,miRNA
924,7.0,u_both,miRNA
925,5.0,u_both,miRNA
926,10.0,u_both,miRNA
927,17.0,u_both,miRNA
928,8.0,u_both,miRNA
929,8.0,u_both,miRNA
930,22.0,u_both,miRNA
931,16.0,u_both,miRNA
932,13.0,u_both,miRNA
933,13.0,u_both,miRNA
934,13.0,u_both,miRNA
935,6.0,u_both,miRNA
936,5.0,u_both,miRNA
937,12.0,u_both,miRNA
938,14.0,u_both,miRNA
939,9.0,u_both,miRNA
940,9.0,u_both,miRNA
941,18.0,u_both,miRNA
942,12.0,u_both,miRNA
943,8.0,u_both,miRNA
944,7.0,u_both,miRNA
945,7.0,u_both,miRNA
946,19.0,u_both,miRNA
947,10.0,u_both,miRNA
948,11.0,u_both,miRNA
949,12.0,u_both,miRNA
950,18.0,u_both,miRNA
951,10.0,u_both,miRNA
952,9.0,u_both,miRNA
953,11.0,u_both,miRNA
954,9.0,u_both,miRNA
955,8.0,u_both,miRNA
956,10.0,u_both,miRNA
957,10.0,u_both,miRNA
958,18.0,u_both,miRNA
959,9.0,u_both,miRNA
960,15.0,u_both,miRNA
961,11.0,u_both,miRNA
962,9.0,u_both,miRNA
963,9.0,u_both,miRNA
964,5.0,u_both,miRNA
965,10.0,u_both,miRNA
966,6.0,u_both,miRNA
967,12.0,u_both,miRNA
968,11.0,u_both,miRNA
969,10.0,u_both,miRNA
970,11.0,u_both,miRNA
971,19.0,u_both,miRNA
972,9.0,u_both,miRNA
973,14.0,u_both,miRNA
974,12.0,u_both,miRNA
975,15.0,u_both,miRNA
976,9.0,u_both,miRNA
977,5.0,u_both,miRNA
978,8.0,u_both,miRNA
979,7.0,u_both,miRNA
980,9.0,u_both,miRNA
981,14.0,u_both,miRNA
982,8.0,u_both,miRNA
983,8.0,u_both,miRNA
984,4.0,u_both,miRNA
985,5.0,u_both,miRNA
986,14.0,u_both,miRNA
987,4.0,u_both,miRNA
988,12.0,u_both,miRNA
989,6.0,u_both,miRNA
990,6.0,u_both,miRNA
991,9.0,u_both,miRNA
992,6.0,u_both,miRNA
993,14.0,u_both,miRNA
994,6.0,u_both,miRNA
995,15.0,u_both,miRNA
996,8.0,u_both,miRNA
997,1.0,u_both,miRNA
998,15.0,u_both,miRNA
999,3.0,u_both,miRNA
1000,11.0,u_both,miRNA
1001,12.0,u_both,miRNA
1002,10.0,u_both,miRNA
1003,5.0,u_both,miRNA
1004,17.0,u_both,miRNA
1005,19.0,u_both,miRNA
1006,11.0,u_both,miRNA
1007,14.0,u_both,miRNA
1008,7.0,u_both,miRNA
1009,10.0,u_both,miRNA
1010,4.0,u_both,miRNA
1011,7.0,u_both,miRNA
1012,16.0,u_both,miRNA
1013,4.0,u_both,miRNA
1014,15.0,u_both,miRNA
1015,4.0,u_both,miRNA
1016,12.0,u_both,miRNA
1017,8.0,u_both,miRNA
1018,8.0,u_both,miRNA
1019,4.0,u_both,miRNA
1020,8.0,u_both,miRNA
1021,7.0,u_both,miRNA
1022,15.0,u_both,miRNA
1023,6.0,u_both,miRNA
1024,2.0,u_both,miRNA
1025,6.0,u_both,miRNA
1026,17.0,u_both,miRNA
1027,20.0,u_both,miRNA
1028,13.0,u_both,miRNA
1029,11.0,u_both,miRNA
1030,8.0,u_both,miRNA
1031,7.0,u_both,miRNA
1032,13.0,u_both,miRNA
1033,16.0,u_both,miRNA
1034,15.0,u_both,miRNA
1035,4.0,u_both,miRNA
1036,8.0,u_both,miRNA
1037,18.0,u_both,miRNA
1038,10.0,u_both,miRNA
1039,11.0,u_both,miRNA
1040,15.0,u_both,miRNA
1041,12.0,u_both,miRNA
1042,8.0,u_both,miRNA
1043,10.0,u_both,miRNA
1044,8.0,u_both,miRNA
1045,4.0,u_both,miRNA
1046,15.0,u_both,miRNA
1047,6.0,u_both,miRNA
1048,4.0,u_both,miRNA
1049,13.0,u_both,miRNA
1050,8.0,u_both,miRNA
1051,12.0,u_both,miRNA
1052,15.0,u_both,miRNA
1053,17.0,u_both,miRNA
1054,12.0,u_both,miRNA
1055,7.0,u_both,miRNA
1056,13.0,u_both,miRNA
1057,7.0,u_both,miRNA
1058,4.0,u_both,miRNA
1059,6.0,u_both,miRNA
1060,8.0,u_both,miRNA
1061,17.0,u_both,miRNA
1062,10.0,u_both,miRNA
1063,10.0,u_both,miRNA
1064,18.0,u_both,miRNA
1065,17.0,u_both,miRNA
1066,13.0,u_both,miRNA
1067,12.0,u_both,miRNA
1068,7.0,u_both,miRNA
1069,16.0,u_both,miRNA
1070,10.0,u_both,miRNA
1071,11.0,u_both,miRNA
1072,13.0,u_both,miRNA
1073,2.0,u_both,miRNA
1074,2.0,u_both,miRNA
1075,6.0,u_both,miRNA
1076,22.0,u_both,miRNA
1077,9.0,u_both,miRNA
1078,7.0,u_both,miRNA
1079,8.0,u_both,miRNA
1080,3.0,u_both,miRNA
1081,16.0,u_both,miRNA
1082,14.0,u_both,miRNA
1083,18.0,u_both,miRNA
1084,8.0,u_both,miRNA
1085,6.0,u_both,miRNA
1086,12.0,u_both,miRNA
1087,7.0,u_both,miRNA
1088,10.0,u_both,miRNA
1089,14.0,u_both,miRNA
1090,18.0,u_both,miRNA
1091,17.0,u_both,miRNA
1092,2.0,u_both,miRNA
1093,4.0,u_both,miRNA
1094,8.0,u_both,miRNA
1095,5.0,u_both,miRNA
1096,2.0,u_both,miRNA
1097,5.0,u_both,miRNA
1098,16.0,u_both,miRNA
1099,10.0,u_both,miRNA
1100,16.0,u_both,miRNA
1101,14.0,u_both,miRNA
1102,13.0,u_both,miRNA
1103,6.0,u_both,miRNA
1104,11.0,u_both,miRNA
1105,9.0,u_both,miRNA
1106,11.0,u_both,miRNA
1107,16.0,u_both,miRNA
1108,12.0,u_both,miRNA
1109,7.0,u_both,miRNA
1110,12.0,u_both,miRNA
1111,12.0,u_both,miRNA
1112,13.0,u_both,miRNA
1113,2.0,u_both,miRNA
1114,7.0,u_both,miRNA
1115,8.0,u_both,miRNA
1116,2.0,u_both,miRNA
1117,15.0,u_both,miRNA
1118,6.0,u_both,miRNA
1119,19.0,u_both,miRNA
1120,9.0,u_both,miRNA
1121,12.0,u_both,miRNA
1122,10.0,u_both,miRNA
1123,5.0,u_both,miRNA
1124,18.0,u_both,miRNA
1125,10.0,u_both,miRNA
1126,6.0,u_both,miRNA
1127,16.0,u_both,miRNA
1128,5.0,u_both,miRNA
1129,10.0,u_both,miRNA
1130,20.0,u_both,miRNA
1131,13.0,u_both,miRNA
1132,8.0,u_both,miRNA
1133,22.0,u_both,miRNA
1134,8.0,u_both,miRNA
1135,11.0,u_both,miRNA
1136,15.0,u_both,miRNA
1137,8.0,u_both,miRNA
1138,7.0,u_both,miRNA
1139,18.0,u_both,miRNA
1140,12.0,u_both,miRNA
1141,3.0,u_both,miRNA
1142,12.0,u_both,miRNA
1143,13.0,u_both,miRNA
1144,7.0,u_both,miRNA
1145,16.0,u_both,miRNA
1146,10.0,u_both,miRNA
1147,7.0,u_both,miRNA
1148,14.0,u_both,miRNA
1149,14.0,u_both,miRNA
1150,11.0,u_both,miRNA
1151,17.0,u_both,miRNA
1152,14.0,u_both,miRNA
1153,6.0,u_both,miRNA
1154,11.0,u_both,miRNA
1155,16.0,u_both,miRNA
1156,7.0,u_both,miRNA
1157,7.0,u_both,miRNA
1158,2.0,u_both,miRNA
1159,14.0,u_both,miRNA
1160,16.0,u_both,miRNA
1161,8.0,u_both,miRNA
1162,2.0,u_both,miRNA
1163,7.0,u_both,miRNA
1164,12.0,u_both,miRNA
1165,10.0,u_both,miRNA
1166,10.0,u_both,miRNA
1167,4.0,u_both,miRNA
1168,7.0,u_both,miRNA
1169,12.0,u_both,miRNA
1170,12.0,u_both,miRNA
1171,11.0,u_both,miRNA
1172,5.0,u_both,miRNA
1173,10.0,u_both,miRNA
1174,10.0,u_both,miRNA
1175,16.0,u_both,miRNA
1176,13.0,u_both,miRNA
1177,13.0,u_both,miRNA
1178,12.0,u_both,miRNA
1179,5.0,u_both,miRNA
1180,9.0,u_both,miRNA
1181,14.0,u_both,miRNA
1182,10.0,u_both,miRNA
